type,type2,type3,region_2024,unit,election,list,lists_national,listmin,listmax,candidates,ifp_candidates,ifp_seats,dm,as,as2,enpv,enps,enpv_national,enps_national,sp,spm,logmag,polarization_district,polarization_national,dif,dif2,ethnic_frac,ethnic_number,ethnic_presence,av_id,Rae,LH,Lijphart_1,Lijphart_2,Gallagher,Cox_Shugart,Mainwaring_Jones,Chhibber_Kollman,votes,subunits,percent_ind
Diputados,Diputados 2017-2021,Diputados - 2021,15,1,2021,8,12,0.678657104,35.57107877,23,0,0,3,155,155,4.38,1.8,5.93,4.25,465,2.783399162,1.098612289,5.243749837,5.753663937,3.62,2.58,0.505090048,15.54538552,59.32914155,5.197568767,0.1,0.41,0.31,0.19,0.64,0.44,87.132,1.039,80453,4,0
Diputados,Diputados 2017-2021,Diputados - 2021,1,2,2021,7,12,1.461144347,26.50034456,21,0,0,3,155,155,5.03,3,5.93,4.25,465,2.783399162,1.098612289,5.088473044,5.753663937,1.97,2.03,0.401451401,8.204645323,51.67033145,5.220614819,0.1,0.34,0.17,0.13,0.58,0.41,87.132,1.039,100127,7,0
Diputados,Diputados 2017-2021,Diputados - 2021,2,3,2021,10,12,1.170062649,20.53292483,50,0,0,5,155,155,6.21,3.57,5.93,4.25,775,3.030751186,1.609437912,5.088412935,5.753663937,3.79,2.64,0.249328805,4.70258146,24.14231493,4.685945796,0.05,0.23,0.19,0.07,0.48,0.53,87.132,1.039,182127,9,0
Diputados,Diputados 2017-2021,Diputados - 2021,3,4,2021,8,12,2.723148279,38.35092054,39,1,0,5,155,155,4.39,2.27,5.93,4.25,775,3.030751186,1.609437912,4.113744608,5.753663937,3.61,2.12,0.337745092,2.963795924,21.79279249,4.466430903,0.07,0.26,0.22,0.12,0.51,0.56,87.132,1.039,98746,9,2.564102564
Diputados,Diputados 2017-2021,Diputados - 2021,4,5,2021,9,12,1.672993527,23.1934668,54,0,0,7,155,155,6.03,3.77,5.93,4.25,1085,3.205567722,1.945910149,4.915658956,5.753663937,2.97,2.26,0.161750005,0.861059996,8.455427242,4.809527027,0.05,0.24,0.08,0.08,0.49,0.58,87.132,1.039,236821,15,0
Diputados,Diputados 2017-2021,Diputados - 2021,5,6,2021,9,12,1.154416586,22.95296498,69,0,0,8,155,155,5.59,4.57,5.93,4.25,1240,3.277708149,2.079441542,5.447446587,5.753663937,3.41,1.02,0.113955126,0.911644542,6.001999101,4.829603947,0.02,0.1,0.04,0.04,0.31,0.79,87.132,1.039,355331,26,0
Diputados,Diputados 2017-2021,Diputados - 2021,5,7,2021,9,12,1.876728233,25.70629708,72,0,0,8,155,155,5.51,3.56,5.93,4.25,1240,3.277708149,2.079441542,5.973741988,5.753663937,3.49,1.95,0.136455247,1.544827841,11.01577606,4.945539265,0.05,0.21,0.12,0.08,0.46,0.61,87.132,1.039,356578,12,0
Diputados,Diputados 2017-2021,Diputados - 2021,13,8,2021,12,12,1.187579236,24.48459529,79,1,0,8,155,155,7.01,5.33,5.93,4.25,1240,3.277708149,2.079441542,6.329004337,5.753663937,4.99,1.68,0.190127254,3.226465564,10.28999349,4.649807644,0.03,0.17,0.07,0.05,0.41,0.71,87.132,1.039,470116,8,1.265822785
Diputados,Diputados 2017-2021,Diputados - 2021,13,9,2021,11,12,1.118980425,36.585417,63,0,0,7,155,155,5.1,2.33,5.93,4.25,1085,3.205567722,1.945910149,6.319417468,5.753663937,5.9,2.77,0.205506993,4.083144314,11.28587657,3.958397746,0.06,0.36,0.21,0.14,0.6,0.54,87.132,1.039,333786,8,0
Diputados,Diputados 2017-2021,Diputados - 2021,13,10,2021,11,12,0.927267395,34.47981547,81,0,0,8,155,155,4.73,2.91,5.93,4.25,1240,3.277708149,2.079441542,6.150046103,5.753663937,6.27,1.82,0.154219573,2.49765358,8.730939623,4.713776497,0.03,0.19,0.16,0.08,0.43,0.68,87.132,1.039,456934,6,0
Diputados,Diputados 2017-2021,Diputados - 2021,13,11,2021,9,12,0.648302141,41.07979345,47,0,0,6,155,155,3.88,2.57,5.93,4.25,930,3.124259925,1.791759469,5.131983251,5.753663937,5.12,1.31,0.123827121,2.636297,6.014174386,5.916098373,0.05,0.21,0.12,0.11,0.46,0.71,87.132,1.039,413079,5,0
Diputados,Diputados 2017-2021,Diputados - 2021,13,12,2021,11,12,0.875879642,26.69877035,71,0,0,7,155,155,5.51,2.88,5.93,4.25,1085,3.205567722,1.945910149,6.724172988,5.753663937,5.49,2.63,0.20225078,3.658395257,10.36333858,4.093456919,0.05,0.3,0.16,0.11,0.55,0.57,87.132,1.039,392063,5,0
Diputados,Diputados 2017-2021,Diputados - 2021,13,13,2021,10,12,1.611173026,30.98377557,46,0,0,5,155,155,5.38,2.78,5.93,4.25,775,3.030751186,1.609437912,4.479237664,5.753663937,4.62,2.6,0.192529482,3.325427877,10.60725242,3.946470237,0.07,0.35,0.17,0.13,0.59,0.53,87.132,1.039,239577,6,0
Diputados,Diputados 2017-2021,Diputados - 2021,13,14,2021,9,12,1.709003102,25.46475987,47,0,0,6,155,155,5.71,3.6,5.93,4.25,930,3.124259925,1.791759469,5.558134816,5.753663937,3.29,2.11,0.165236873,2.282181321,7.985717421,4.526273238,0.05,0.24,0.11,0.09,0.49,0.59,87.132,1.039,325921,14,0
Diputados,Diputados 2017-2021,Diputados - 2021,6,15,2021,9,12,0.878672676,36.50293311,34,0,0,5,155,155,4.3,2.78,5.93,4.25,775,3.030751186,1.609437912,4.589606789,5.753663937,4.7,1.52,0.133705226,1.711552201,6.613333454,4.760944384,0.05,0.23,0.15,0.11,0.48,0.66,87.132,1.039,198595,13,0
Diputados,Diputados 2017-2021,Diputados - 2021,6,16,2021,9,12,0.688193639,30.56775975,27,1,0,4,155,155,4.69,2.67,5.93,4.25,620,2.920105988,1.386294361,4.68236177,5.753663937,4.31,2.02,0.095147701,0.866560582,4.512438889,5.001683423,0.06,0.26,0.19,0.11,0.51,0.59,87.132,1.039,135427,20,3.703703704
Diputados,Diputados 2017-2021,Diputados - 2021,7,17,2021,7,12,7.491661218,27.37562179,48,0,0,7,155,155,5.92,3.77,5.93,4.25,1085,3.205567722,1.945910149,4.829922702,5.753663937,1.08,2.15,0.098432052,1.039832903,5.774722074,5.662132411,0.05,0.18,0.15,0.06,0.43,0.45,87.132,1.039,241642,19,0
Diputados,Diputados 2017-2021,Diputados - 2021,7,18,2021,10,12,0.794640207,34.27638553,28,2,0,4,155,155,4.76,2.67,5.93,4.25,620,2.920105988,1.386294361,4.375004464,5.753663937,5.24,2.09,0.071887207,0.75511608,3.627821172,5.209967932,0.05,0.27,0.16,0.11,0.52,0.61,87.132,1.039,117915,11,7.142857143
Diputados,Diputados 2017-2021,Diputados - 2021,16,19,2021,8,12,1.644736842,38.77950414,34,0,0,5,155,155,4.56,2.27,5.93,4.25,775,3.030751186,1.609437912,5.225623779,5.753663937,3.44,2.29,0.08906964,0.926037941,4.30788536,5.397403219,0.08,0.33,0.21,0.14,0.57,0.52,87.132,1.039,168112,21,0
Diputados,Diputados 2017-2021,Diputados - 2021,8,20,2021,8,12,2.281732004,34.32091996,64,0,0,8,155,155,5.02,3.2,5.93,4.25,1240,3.277708149,2.079441542,4.573457079,5.753663937,2.98,1.82,0.164270588,2.274137532,8.397034198,4.605692066,0.04,0.16,0.16,0.06,0.4,0.62,87.132,1.039,346535,11,0
Diputados,Diputados 2017-2021,Diputados - 2021,8,21,2021,7,12,1.674170809,23.16029663,32,0,0,5,155,155,5.39,5,5.93,4.25,775,3.030751186,1.609437912,5.806383965,5.753663937,1.61,0.39,0.23558227,5.39721509,18.84766591,5.462653309,0.04,0.14,0.08,0.05,0.38,0.74,87.132,1.039,196336,22,0
Diputados,Diputados 2017-2021,Diputados - 2021,9,22,2021,9,12,0.626845712,39.326907,30,0,0,4,155,155,4.22,2.67,5.93,4.25,620,2.920105988,1.386294361,5.11043335,5.753663937,4.78,1.55,0.429535022,21.26171717,36.1510743,5.565672536,0.05,0.24,0.11,0.11,0.49,0.67,87.132,1.039,107682,16,0
Diputados,Diputados 2017-2021,Diputados - 2021,9,23,2021,10,12,0.666746981,33.16619655,56,0,0,7,155,155,5.36,3.27,5.93,4.25,1085,3.205567722,1.945910149,5.814301731,5.753663937,4.64,2.09,0.459463146,24.50228278,44.59640858,5.486298453,0.05,0.25,0.1,0.09,0.5,0.63,87.132,1.039,240721,16,0
Diputados,Diputados 2017-2021,Diputados - 2021,14,24,2021,6,12,2.333933024,33.1494898,35,0,0,5,155,155,4.3,2.78,5.93,4.25,775,3.030751186,1.609437912,4.991109108,5.753663937,1.7,1.52,0.379147205,11.39603138,29.74089883,5.07374117,0.08,0.23,0.14,0.11,0.48,0.55,87.132,1.039,143963,12,0
Diputados,Diputados 2017-2021,Diputados - 2021,10,25,2021,7,12,1.887970722,32.40774358,28,0,0,4,155,155,4.65,2.67,5.93,4.25,620,2.920105988,1.386294361,5.531806342,5.753663937,2.35,1.98,0.413504947,9.237721069,32.64847913,5.426488955,0.07,0.25,0.18,0.11,0.5,0.54,87.132,1.039,137714,12,0
Diputados,Diputados 2017-2021,Diputados - 2021,10,26,2021,8,12,2.116980803,25.80301007,38,1,0,5,155,155,5.65,2.78,5.93,4.25,775,3.030751186,1.609437912,5.073655106,5.753663937,2.35,2.87,0.398407063,7.644102144,31.18554384,5.074804085,0.09,0.36,0.16,0.13,0.6,0.44,87.132,1.039,149033,18,2.631578947
Diputados,Diputados 2017-2021,Diputados - 2021,11,27,2021,5,12,3.868293198,47.63413604,17,1,0,3,155,155,2.98,1.8,5.93,4.25,465,2.783399162,1.098612289,2.752994582,5.753663937,2.02,1.18,0.412157281,8.873999913,30.76432137,4.57841752,0.09,0.24,0.19,0.16,0.49,0.6,87.132,1.039,37872,10,5.882352941
Diputados,Diputados 2017-2021,Diputados - 2021,12,28,2021,7,12,5.522397243,40.51501354,23,1,1,3,155,155,4.31,3,5.93,4.25,465,2.783399162,1.098612289,5.784047503,5.753663937,2.69,1.31,0.357832743,6.219497257,21.99868076,5.017339418,0.11,0.37,0.2,0.17,0.61,0.48,87.132,1.039,65008,10,4.347826087
Diputados,Diputados 2017-2021,Diputados - 2017,15,1,2017,5,9,3.393353746,38.39012332,19,0,0,3,155,155,3.77,3,3.88,3.41,465,2.783399162,1.098612289,2.501839159,3.32262916,1.23,0.77,0.505090048,15.54538552,59.32914155,3.778922863,0.09,0.23,0.15,0.12,0.48,0.55,86.411,0.245,71198,4,0
Diputados,Diputados 2017-2021,Diputados - 2017,1,2,2017,7,9,1.597239121,43.09448488,22,1,0,3,155,155,3.31,1.8,3.88,3.41,465,2.783399162,1.098612289,3.193580362,3.32262916,3.69,1.51,0.401451401,8.204645323,51.67033145,4.853023478,0.07,0.26,0.24,0.16,0.51,0.6,86.411,0.245,90406,7,4.545454545
Diputados,Diputados 2017-2021,Diputados - 2017,2,3,2017,8,9,1.789684373,34.11485758,39,0,0,5,155,155,4.53,3.57,3.88,3.41,775,3.030751186,1.609437912,3.606267562,3.32262916,3.47,0.96,0.249328805,4.70258146,24.14231493,4.403301001,0.05,0.19,0.07,0.08,0.43,0.74,86.411,0.245,162375,9,0
Diputados,Diputados 2017-2021,Diputados - 2017,3,4,2017,6,9,3.295402434,36.22276494,33,0,0,5,155,155,3.87,2.78,3.88,3.41,775,3.030751186,1.609437912,2.901651624,3.32262916,2.13,1.09,0.337745092,2.963795924,21.79279249,4.305853872,0.07,0.2,0.11,0.1,0.44,0.66,86.411,0.245,93767,9,0
Diputados,Diputados 2017-2021,Diputados - 2017,4,5,2017,8,9,0.510032508,28.47085097,43,1,0,7,155,155,4.92,3.27,3.88,3.41,1085,3.205567722,1.945910149,2.725308571,3.32262916,3.08,1.65,0.161750005,0.861059996,8.455427242,4.663504562,0.05,0.2,0.14,0.08,0.44,0.62,86.411,0.245,231946,15,2.325581395
Diputados,Diputados 2017-2021,Diputados - 2017,5,6,2017,7,9,1.926162714,38.77338485,50,0,0,8,155,155,3.99,2.91,3.88,3.41,1240,3.277708149,2.079441542,3.429325015,3.32262916,3.01,1.08,0.113955126,0.911644542,6.001999101,4.534900294,0.04,0.14,0.11,0.07,0.37,0.72,86.411,0.245,317834,26,0
Diputados,Diputados 2017-2021,Diputados - 2017,5,7,2017,7,9,1.903564332,37.26558619,57,0,0,8,155,155,3.95,3.56,3.88,3.41,1240,3.277708149,2.079441542,3.490224949,3.32262916,3.05,0.39,0.136455247,1.544827841,11.01577606,4.666769126,0.02,0.08,0.05,0.04,0.28,0.88,86.411,0.245,322080,12,0
Diputados,Diputados 2017-2021,Diputados - 2017,13,8,2017,6,9,2.26200274,38.847869,49,0,0,8,155,155,3.86,3.56,3.88,3.41,1240,3.277708149,2.079441542,3.591440189,3.32262916,2.14,0.3,0.190127254,3.226465564,10.28999349,4.668543022,0.03,0.08,0.05,0.04,0.29,0.88,86.411,0.245,424049,8,0
Diputados,Diputados 2017-2021,Diputados - 2017,13,9,2017,7,9,1.549397819,34.86174787,39,1,0,7,155,155,3.9,2.58,3.88,3.41,1085,3.205567722,1.945910149,3.316503645,3.32262916,3.1,1.32,0.205506993,4.083144314,11.28587657,4.439003079,0.06,0.19,0.11,0.1,0.44,0.67,86.411,0.245,336776,8,2.564102564
Diputados,Diputados 2017-2021,Diputados - 2017,13,10,2017,7,9,0.769126788,38.51476279,46,1,0,8,155,155,3.35,2.46,3.88,3.41,1240,3.277708149,2.079441542,3.542135329,3.32262916,3.65,0.89,0.154219573,2.49765358,8.730939623,4.57646872,0.04,0.14,0.11,0.08,0.38,0.76,86.411,0.245,436469,6,2.173913043
Diputados,Diputados 2017-2021,Diputados - 2017,13,11,2017,6,9,0.687683039,63.04911756,37,0,0,6,155,155,2.26,1.38,3.88,3.41,930,3.124259925,1.791759469,3.332173874,3.32262916,3.74,0.88,0.123827121,2.636297,6.014174386,5.415888266,0.07,0.2,0.2,0.18,0.45,0.7,86.411,0.245,376627,5,0
Diputados,Diputados 2017-2021,Diputados - 2017,13,12,2017,7,9,1.281529349,37.81342997,38,1,0,7,155,155,3.63,2.88,3.88,3.41,1085,3.205567722,1.945910149,3.592046295,3.32262916,3.37,0.75,0.20225078,3.658395257,10.36333858,4.402673262,0.03,0.12,0.05,0.06,0.34,0.8,86.411,0.245,348802,5,2.631578947
Diputados,Diputados 2017-2021,Diputados - 2017,13,13,2017,6,9,1.950005102,33.90960106,33,0,0,5,155,155,3.84,2.78,3.88,3.41,775,3.030751186,1.609437912,3.167256498,3.32262916,2.16,1.06,0.192529482,3.325427877,10.60725242,4.083611876,0.05,0.15,0.09,0.08,0.39,0.69,86.411,0.245,245025,6,0
Diputados,Diputados 2017-2021,Diputados - 2017,13,14,2017,6,9,1.517419168,34.80503982,35,0,0,6,155,155,4,3.6,3.88,3.41,930,3.124259925,1.791759469,3.32524607,3.32262916,2,0.4,0.165236873,2.282181321,7.985717421,4.758970838,0.04,0.11,0.08,0.05,0.32,0.83,86.411,0.245,303344,14,0
Diputados,Diputados 2017-2021,Diputados - 2017,6,15,2017,7,9,1.745613792,42.69076194,37,0,0,5,155,155,3.58,2.27,3.88,3.41,775,3.030751186,1.609437912,3.394203539,3.32262916,3.42,1.31,0.133705226,1.711552201,6.613333454,5.062273067,0.07,0.23,0.17,0.13,0.48,0.65,86.411,0.245,180395,13,0
Diputados,Diputados 2017-2021,Diputados - 2017,6,16,2017,8,9,0.770407049,32.15976116,28,1,0,4,155,155,4.39,2.67,3.88,3.41,620,2.920105988,1.386294361,3.200530222,3.32262916,3.61,1.72,0.095147701,0.866560582,4.512438889,4.77761681,0.05,0.22,0.18,0.1,0.47,0.61,86.411,0.245,137330,20,3.571428571
Diputados,Diputados 2017-2021,Diputados - 2017,7,17,2017,6,9,3.653091376,45.77905468,39,0,0,7,155,155,3.46,2.58,3.88,3.41,1085,3.205567722,1.945910149,3.045846755,3.32262916,2.54,0.88,0.098432052,1.039832903,5.774722074,5.220736594,0.05,0.15,0.11,0.09,0.39,0.73,86.411,0.245,244341,19,0
Diputados,Diputados 2017-2021,Diputados - 2017,7,18,2017,6,9,3.31962251,39.70278473,24,0,0,4,155,155,3.64,2.67,3.88,3.41,620,2.920105988,1.386294361,2.743534688,3.32262916,2.36,0.97,0.071887207,0.75511608,3.627821172,5.24399184,0.05,0.14,0.1,0.07,0.37,0.72,86.411,0.245,120586,11,0
Diputados,Diputados 2017-2021,Diputados - 2017,16,19,2017,6,9,2.548510677,39.54526908,29,0,0,5,155,155,3.75,2.78,3.88,3.41,775,3.030751186,1.609437912,2.979907597,3.32262916,2.25,0.97,0.08906964,0.926037941,4.30788536,5.053360328,0.06,0.18,0.13,0.09,0.42,0.68,86.411,0.245,176456,21,0
Diputados,Diputados 2017-2021,Diputados - 2017,8,20,2017,7,9,1.028075627,38.49100916,50,1,0,8,155,155,4.07,2.91,3.88,3.41,1240,3.277708149,2.079441542,3.070604105,3.32262916,2.93,1.16,0.164270588,2.274137532,8.397034198,4.869350051,0.05,0.16,0.12,0.08,0.4,0.7,86.411,0.245,337232,11,2
Diputados,Diputados 2017-2021,Diputados - 2017,8,21,2017,6,9,0.214372576,37.79494254,23,0,0,5,155,155,3.2,2.78,3.88,3.41,775,3.030751186,1.609437912,2.861638638,3.32262916,2.8,0.42,0.23558227,5.39721509,18.84766591,4.89734029,0.03,0.09,0.07,0.06,0.31,0.85,86.411,0.245,208049,22,0
Diputados,Diputados 2017-2021,Diputados - 2017,9,22,2017,4,9,6.077455227,51.45424822,15,0,0,4,155,155,2.78,2.67,3.88,3.41,620,2.920105988,1.386294361,2.874295561,3.32262916,1.22,0.11,0.429535022,21.26171717,36.1510743,5.185445511,0.04,0.08,0.06,0.05,0.27,0.91,86.411,0.245,108269,16,0
Diputados,Diputados 2017-2021,Diputados - 2017,9,23,2017,8,9,0.930435479,37.52148015,37,2,1,7,155,155,4.1,2.33,3.88,3.41,1085,3.205567722,1.945910149,3.013924117,3.32262916,3.9,1.77,0.459463146,24.50228278,44.59640858,4.987115202,0.06,0.23,0.2,0.11,0.48,0.61,86.411,0.245,224626,16,5.405405405
Diputados,Diputados 2017-2021,Diputados - 2017,14,24,2017,6,9,2.611602979,36.57320381,31,0,0,5,155,155,3.66,2.78,3.88,3.41,775,3.030751186,1.609437912,2.934508385,3.32262916,2.34,0.88,0.379147205,11.39603138,29.74089883,4.762077946,0.06,0.18,0.13,0.1,0.42,0.7,86.411,0.245,139378,12,0
Diputados,Diputados 2017-2021,Diputados - 2017,10,25,2017,8,9,1.977488006,35.57479395,32,1,0,4,155,155,3.67,2,3.88,3.41,620,2.920105988,1.386294361,2.791745542,3.32262916,4.33,1.67,0.413504947,9.237721069,32.64847913,4.856440649,0.08,0.3,0.16,0.16,0.55,0.6,86.411,0.245,130064,12,3.125
Diputados,Diputados 2017-2021,Diputados - 2017,10,26,2017,7,9,3.78963875,36.80087699,37,0,0,5,155,155,4.51,3.57,3.88,3.41,775,3.030751186,1.609437912,3.1083522,3.32262916,2.49,0.94,0.398407063,7.644102144,31.18554384,4.629882608,0.05,0.18,0.08,0.08,0.42,0.71,86.411,0.245,137744,18,0
Diputados,Diputados 2017-2021,Diputados - 2017,11,27,2017,6,9,2.200028535,30.69482094,20,1,0,3,155,155,3.68,3,3.88,3.41,465,2.783399162,1.098612289,2.321068137,3.32262916,2.32,0.68,0.412157281,8.873999913,30.76432137,4.792609141,0.03,0.1,0.05,0.06,0.32,0.79,86.411,0.245,35045,10,5
Diputados,Diputados 2017-2021,Diputados - 2017,12,28,2017,5,9,2.736129953,35.10632675,18,0,0,3,155,155,3.77,3,3.88,3.41,465,2.783399162,1.098612289,2.856888059,3.32262916,1.23,0.77,0.357832743,6.219497257,21.99868076,4.137035536,0.07,0.17,0.13,0.09,0.42,0.61,86.411,0.245,56759,10,0
Diputados,Diputados 1989-2013,Diputados - 1989,15,1,1989,5,7,2.099465719,43.39915739,9,1,0,2,120,120,3.17,2,2.49,2.16,240,2.492882872,0.693147181,2.314226705,1.776999055,1.83,1.17,0.505090048,15.54538552,59.32914155,5.46727192,0.1,0.25,0.19,0.16,0.5,0.58,93.5,0.114,84974,4,11.11111111
Diputados,Diputados 1989-2013,Diputados - 1993,15,1,1993,4,4,1.062529947,62.13104935,6,0,0,2,120,120,2.01,2,2.24,1.95,240,2.492882872,0.693147181,3.554884129,4.318853019,1.99,0.01,0.505090048,15.54538552,59.32914155,5.462895606,0.08,0.17,0.17,0.17,0.41,0.91,88.536,0.054,83480,4,0
Diputados,Diputados 1989-2013,Diputados - 1997,15,1,1997,6,5,1.984350455,37.46406236,10,1,1,2,120,120,3.65,2,2.51,2.19,240,2.492882872,0.693147181,4.730473233,4.548871554,2.35,1.65,0.505090048,15.54538552,59.32914155,5.443399769,0.12,0.36,0.24,0.2,0.6,0.45,84.869,0.126,67478,4,10
Diputados,Diputados 1989-2013,Diputados - 2001,15,1,2001,7,5,0.540957186,37.67920959,9,3,1,2,120,120,3.31,2,2.27,2,240,2.492882872,0.693147181,2.747837827,2.753440283,3.69,1.31,0.505090048,15.54538552,59.32914155,5.077487707,0.1,0.34,0.28,0.2,0.58,0.53,90.928,0.053,71355,4,33.33333333
Diputados,Diputados 1989-2013,Diputados - 2005,15,1,2005,5,4,3.825026254,37.54072758,9,1,0,2,120,120,3.59,2,2.32,2.09,240,2.492882872,0.693147181,2.496745434,2.76996411,1.41,1.59,0.505090048,15.54538552,59.32914155,5.179797205,0.13,0.32,0.2,0.18,0.57,0.47,89.938,0.04,74274,4,11.11111111
Diputados,Diputados 1989-2013,Diputados - 2009,15,1,2009,5,4,2.197508063,46.18380375,9,1,0,2,120,120,2.44,2,2.45,2.12,240,2.492882872,0.693147181,2.760051315,2.79241328,2.56,0.44,0.505090048,15.54538552,59.32914155,5.384346053,0.04,0.1,0.06,0.08,0.31,0.84,87.937,0.109,74721,4,11.11111111
Diputados,Diputados 1989-2013,Diputados - 2013,15,1,2013,5,6,1.705382521,44.04827453,8,1,0,2,120,120,3.17,2,2.57,1.99,240,2.492882872,0.693147181,2.622268752,3.041643274,1.83,1.17,0.505090048,15.54538552,59.32914155,5.485481098,0.13,0.32,0.26,0.2,0.56,0.47,95.598,0.253,67199,4,12.5
Diputados,Diputados 1989-2013,Diputados - 1989,1,2,1989,3,7,3.874259467,52.47540256,5,0,0,2,120,120,2.14,2,2.49,2.16,240,2.492882872,0.693147181,1.494260182,1.776999055,0.86,0.14,0.401451401,8.204645323,51.67033145,5.649372341,0.04,0.06,0.06,0.06,0.25,0.88,93.5,0.114,76634,7,0
Diputados,Diputados 1989-2013,Diputados - 1993,1,2,1993,4,4,1.033712996,44.41794982,7,0,0,2,120,120,2.82,2,2.24,1.95,240,2.492882872,0.693147181,7.403002509,4.318853019,1.18,0.82,0.401451401,8.204645323,51.67033145,5.03688519,0.11,0.22,0.21,0.15,0.47,0.56,88.536,0.054,78842,7,0
Diputados,Diputados 1989-2013,Diputados - 1997,1,2,1997,4,5,1.205738903,64.38024762,7,0,0,2,120,120,1.97,1,2.51,2.19,240,2.492882872,0.693147181,3.475530339,4.548871554,2.03,0.97,0.401451401,8.204645323,51.67033145,5.42054177,0.18,0.36,0.36,0.36,0.6,0.53,84.869,0.126,77297,7,0
Diputados,Diputados 1989-2013,Diputados - 2001,1,2,2001,5,5,0.731875939,56.18041815,8,1,0,2,120,120,2.37,2,2.27,2,240,2.492882872,0.693147181,2.329887823,2.753440283,2.63,0.37,0.401451401,8.204645323,51.67033145,5.027297252,0.08,0.19,0.19,0.16,0.43,0.79,90.928,0.053,83894,7,12.5
Diputados,Diputados 1989-2013,Diputados - 2005,1,2,2005,4,4,4.368203769,43.83644149,7,0,0,2,120,120,3.05,2,2.32,2.09,240,2.492882872,0.693147181,1.992187326,2.76996411,0.95,1.05,0.401451401,8.204645323,51.67033145,6.96340613,0.15,0.29,0.25,0.19,0.54,0.41,89.938,0.04,91319,7,0
Diputados,Diputados 1989-2013,Diputados - 2009,1,2,2009,4,4,7.445357392,43.41442457,8,0,0,2,120,120,2.99,2,2.45,2.12,240,2.492882872,0.693147181,3.027928639,2.79241328,1.01,0.99,0.401451401,8.204645323,51.67033145,6.185964604,0.11,0.22,0.16,0.15,0.47,0.56,87.937,0.109,93105,7,0
Diputados,Diputados 1989-2013,Diputados - 2013,1,2,2013,6,6,2.615763974,38.54379639,9,1,0,2,120,120,3.26,2,2.57,1.99,240,2.492882872,0.693147181,3.07858949,3.041643274,2.74,1.26,0.401451401,8.204645323,51.67033145,5.365718358,0.08,0.25,0.13,0.15,0.5,0.63,95.598,0.253,80703,7,11.11111111
Diputados,Diputados 1989-2013,Diputados - 1989,2,3,1989,5,7,1.296579288,54.80898084,7,1,0,2,120,120,2.53,2,2.49,2.16,240,2.492882872,0.693147181,1.743501686,1.776999055,2.47,0.53,0.393790154,9.955766103,32.2329573,5.217480327,0.09,0.21,0.21,0.17,0.46,0.73,93.5,0.114,85070,5,14.28571429
Diputados,Diputados 1989-2013,Diputados - 1993,2,3,1993,4,4,1.131868952,58.83230926,7,0,0,2,120,120,2.14,2,2.24,1.95,240,2.492882872,0.693147181,4.017069883,4.318853019,1.86,0.14,0.393790154,9.955766103,32.2329573,5.75639411,0.08,0.16,0.16,0.15,0.39,0.86,88.536,0.054,80398,5,0
Diputados,Diputados 1989-2013,Diputados - 1997,2,3,1997,4,5,2.508655867,61.92964016,7,0,0,2,120,120,2.12,1,2.51,2.19,240,2.492882872,0.693147181,3.879877865,4.548871554,1.88,1.12,0.393790154,9.955766103,32.2329573,6.676696148,0.19,0.38,0.38,0.36,0.62,0.49,84.869,0.126,64696,5,0
Diputados,Diputados 1989-2013,Diputados - 2001,2,3,2001,4,5,4.478068632,44.01725747,6,1,0,2,120,120,3.01,2,2.27,2,240,2.492882872,0.693147181,2.602767745,2.753440283,0.99,1.01,0.393790154,9.955766103,32.2329573,5.205112552,0.13,0.26,0.21,0.17,0.51,0.48,90.928,0.053,65363,5,16.66666667
Diputados,Diputados 1989-2013,Diputados - 2005,2,3,2005,4,4,5.185669646,54.40883657,8,0,0,2,120,120,2.48,2,2.32,2.09,240,2.492882872,0.693147181,2.617755409,2.76996411,1.52,0.48,0.393790154,9.955766103,32.2329573,5.774797869,0.1,0.19,0.19,0.15,0.44,0.71,89.938,0.04,68805,5,0
Diputados,Diputados 1989-2013,Diputados - 2009,2,3,2009,4,4,5.731111313,40.14965243,8,0,0,2,120,120,3.08,2,2.45,2.12,240,2.492882872,0.693147181,3.028269901,2.79241328,0.92,1.08,0.393790154,9.955766103,32.2329573,6.466510807,0.12,0.25,0.19,0.16,0.5,0.51,87.937,0.109,65886,5,0
Diputados,Diputados 1989-2013,Diputados - 2013,2,3,2013,5,6,2.695204122,49.02232792,8,0,0,2,120,120,2.62,2,2.57,1.99,240,2.492882872,0.693147181,3.053919331,3.041643274,2.38,0.62,0.393790154,9.955766103,32.2329573,6.741688366,0.06,0.15,0.14,0.11,0.38,0.76,95.598,0.253,60552,5,0
Diputados,Diputados 1989-2013,Diputados - 1989,2,4,1989,4,7,1.852269783,63.31987596,6,0,0,2,120,120,1.99,1,2.49,2.16,240,2.492882872,0.693147181,1.551180747,1.776999055,2.01,0.99,0.162649081,1.815364249,14.02901197,6.057954479,0.18,0.37,0.37,0.37,0.61,0.51,93.5,0.114,119637,4,0
Diputados,Diputados 1989-2013,Diputados - 1993,2,4,1993,3,4,7.565724153,65.23634794,6,0,0,2,120,120,1.98,1,2.24,1.95,240,2.492882872,0.693147181,3.786403683,4.318853019,1.02,0.98,0.162649081,1.815364249,14.02901197,6.13783543,0.23,0.35,0.35,0.35,0.59,0.48,88.536,0.054,115825,4,0
