type,type2,type3,region_2024,unit,election,list,lists_national,listmin,listmax,candidates,ifp_candidates,ifp_seats,dm,as,as2,enpv,enps,enpv_national,enps_national,sp,spm,logmag,polarization_district,polarization_national,dif,dif2,ethnic_frac,ethnic_number,ethnic_presence,av_id,Rae,LH,Lijphart_1,Lijphart_2,Gallagher,Cox_Shugart,Mainwaring_Jones,Chhibber_Kollman,votes,subunits,percent_ind
Concejales,Concejales 2004-2021,Concejales - 2016,11,Lago Verde,2016,7,17,0.576701269,30.33448674,24,0,0,6,6,2240,4.49,3.6,6.66,6.97,36,1.817120593,1.791759469,3.332405423,3.401776955,2.51,0.89,0.399113381,11.77024482,26.99530516,5.60899654,0.04,0.15,0.11,0.07,0.39,0.73,78.426,1.616,867,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,12,Laguna Blanca,2016,5,17,4.074074074,37.22222222,14,0,0,6,6,2240,3.79,3.6,6.66,6.97,36,1.817120593,1.791759469,3.019482167,3.401776955,1.21,0.19,0.359715488,4.223227753,23.35766423,5.307407407,0.04,0.1,0.07,0.05,0.32,0.85,78.426,1.616,540,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,8,Laja,2016,7,17,2.576927259,31.39067087,28,0,0,6,6,2240,4.39,3.6,6.66,6.97,36,1.817120593,1.791759469,3.167939021,3.401776955,2.61,0.79,0.141110264,1.83449384,7.593014427,5.124497119,0.03,0.1,0.06,0.05,0.32,0.79,78.426,1.616,9197,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,13,Lampa,2016,11,17,2.113193679,25.30319735,47,2,0,6,6,2240,7.12,4.5,6.66,6.97,36,1.817120593,1.791759469,3.789268686,3.401776955,3.88,2.62,0.19410412,3.142090087,10.76699924,4.986556032,0.05,0.29,0.08,0.08,0.54,0.54,78.426,1.616,16326,1,4.255319149
Concejales,Concejales 2004-2021,Concejales - 2016,14,Lanco,2016,6,17,2.441912091,44.47239899,27,0,0,6,6,2240,3.44,1.8,6.66,6.97,36,1.817120593,1.791759469,3.032499209,3.401776955,2.56,1.64,0.438028733,19.25597405,31.79321872,4.856519165,0.1,0.3,0.22,0.17,0.55,0.55,78.426,1.616,6757,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,6,Las Cabras,2016,7,17,4.310887351,20.66289071,34,0,0,6,6,2240,6.13,6,6.66,6.97,36,1.817120593,1.791759469,2.759104501,3.401776955,0.87,0.13,0.148169554,1.536409446,7.970779221,4.42615901,0.03,0.12,0.06,0.04,0.35,0.7,78.426,1.616,9534,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,13,Las Condes,2016,10,17,0.678302688,39.52937517,60,0,0,10,10,2240,4.04,2.78,6.66,6.97,100,2.15443469,2.302585093,3.057650503,3.401776955,5.96,1.26,0.06401226,1.296554926,3.279767194,6.168606668,0.03,0.17,0.1,0.08,0.41,0.74,78.426,1.616,83591,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,9,Lautaro,2016,7,17,1.145004807,39.73428896,30,0,0,6,6,2240,3.7,2.57,6.66,6.97,36,1.817120593,1.791759469,2.750533106,3.401776955,3.3,1.13,0.479283005,26.99733068,38.29742457,4.529848789,0.06,0.2,0.1,0.11,0.45,0.69,78.426,1.616,11441,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,8,Lebu,2016,9,17,0.658188309,28.7037037,35,0,0,6,6,2240,5.36,3,6.66,6.97,36,1.817120593,1.791759469,2.335836961,3.401776955,3.64,2.36,0.409866343,12.65827841,28.17177337,4.156738063,0.05,0.21,0.21,0.08,0.46,0.54,78.426,1.616,8964,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,7,Licanten,2016,7,17,2.019514409,31.44996596,35,0,0,6,6,2240,4.47,3.6,6.66,6.97,36,1.817120593,1.791759469,3.377563203,3.401776955,2.53,0.87,0.255046308,1.912489134,14.8354126,5.142500567,0.04,0.13,0.07,0.06,0.36,0.75,78.426,1.616,4407,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,5,Limache,2016,11,17,0.29005958,21.2684227,49,0,0,6,6,2240,7.1,4.5,6.66,6.97,36,1.817120593,1.791759469,3.354969891,3.401776955,3.9,2.6,0.097549573,0.86437696,5.095292817,5.084274067,0.04,0.24,0.12,0.07,0.49,0.56,78.426,1.616,12756,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,7,Linares,2016,7,17,4.522512418,26.07755167,55,0,0,8,8,2240,5.44,4,6.66,6.97,64,2,2.079441542,3.291380968,3.401776955,1.56,1.44,0.079902503,0.869680116,4.152689045,5.017665438,0.05,0.16,0.11,0.06,0.4,0.59,78.426,1.616,24964,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,6,Litueche,2016,4,17,0.400500626,44.05506884,16,0,0,6,6,2240,2.57,2,6.66,6.97,36,1.817120593,1.791759469,2.994567678,3.401776955,1.43,0.57,0.070664492,0.705754615,3.654273912,5.719274093,0.07,0.14,0.13,0.11,0.37,0.72,78.426,1.616,3995,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,10,Llanquihue,2016,8,17,3.629032258,37.40894901,40,0,0,6,6,2240,4.82,3,6.66,6.97,36,1.817120593,1.791759469,2.319819334,3.401776955,3.18,1.82,0.427056227,5.239640081,30.16315161,3.837148803,0.06,0.24,0.13,0.1,0.49,0.61,78.426,1.616,7688,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,5,Llay-Llay,2016,9,17,1.195963623,33.63647689,34,0,0,6,6,2240,4.81,2.57,6.66,6.97,36,1.817120593,1.791759469,2.44033308,3.401776955,4.19,2.24,0.128743288,0.753095546,6.778283485,4.206926623,0.07,0.31,0.16,0.13,0.55,0.57,78.426,1.616,8027,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,13,Lo Barnechea,2016,8,17,0.710350324,32.05932291,31,0,0,6,6,2240,4.02,2.57,6.66,6.97,36,1.817120593,1.791759469,1.964358408,3.401776955,3.98,1.45,0.095647099,2.496354466,4.984267667,6.314823798,0.05,0.2,0.18,0.1,0.45,0.66,78.426,1.616,28859,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,13,Lo Espejo,2016,8,17,2.054656887,28.84055059,47,0,0,8,8,2240,5.22,4,6.66,6.97,64,2,2.079441542,2.414209477,3.401776955,2.78,1.22,0.202826914,3.775257001,11.3234282,4.173967648,0.04,0.16,0.09,0.06,0.4,0.7,78.426,1.616,19906,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,13,Lo Prado,2016,9,17,0.875252004,25.85927128,48,0,0,8,8,2240,5.25,3.56,6.66,6.97,64,2,2.079441542,3.626876078,3.401776955,3.75,1.69,0.241074642,4.916791288,13.79131212,4.732040124,0.04,0.18,0.12,0.07,0.43,0.66,78.426,1.616,20337,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,6,Lolol,2016,7,17,4.110921917,22.1357334,27,0,0,6,6,2240,5.94,4.5,6.66,6.97,36,1.817120593,1.791759469,2.71820482,3.401776955,1.06,1.44,0.050241906,0.177677273,2.569373073,4.478472391,0.05,0.18,0.11,0.06,0.42,0.5,78.426,1.616,4111,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,9,Loncoche,2016,5,17,2.758458093,38.46516563,26,0,0,6,6,2240,3.67,3.6,6.66,6.97,36,1.817120593,1.791759469,3.401579,3.401776955,1.33,0.07,0.44880803,21.48283197,33.19075047,4.819580337,0.04,0.1,0.07,0.05,0.31,0.91,78.426,1.616,8483,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,7,Longavi,2016,7,17,2.666949632,29.34352009,30,0,0,6,6,2240,5.14,4.5,6.66,6.97,36,1.817120593,1.791759469,3.401766569,3.401776955,1.86,0.64,0.094942291,0.962323781,4.978057248,5.41889502,0.04,0.12,0.05,0.05,0.35,0.76,78.426,1.616,14136,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,9,Lonquimay,2016,9,17,0.204046931,28.99166808,38,1,0,6,6,2240,5.86,4.5,6.66,6.97,36,1.817120593,1.791759469,3.467563971,3.401776955,3.14,1.36,0.502945229,44.58337404,54.47273437,4.99442425,0.04,0.16,0.08,0.06,0.4,0.69,78.426,1.616,5881,1,2.631578947
Concejales,Concejales 2004-2021,Concejales - 2016,8,Los Alamos,2016,6,17,1.481799635,26.65091807,31,1,0,6,6,2240,4.9,4.5,6.66,6.97,36,1.817120593,1.791759469,3.361572215,3.401776955,1.1,0.4,0.398254336,13.26212967,27.07867839,5.144020614,0.03,0.1,0.07,0.04,0.32,0.76,78.426,1.616,9313,1,3.225806452
Concejales,Concejales 2004-2021,Concejales - 2016,5,Los Andes,2016,9,17,1.004390779,25.37870472,44,0,0,6,6,2240,5.46,3,6.66,6.97,36,1.817120593,1.791759469,2.977653382,3.401776955,3.54,2.46,0.105288741,0.918635171,5.503088085,5.002607025,0.07,0.31,0.14,0.11,0.55,0.54,78.426,1.616,18220,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,8,Los Angeles,2016,9,17,1.959083351,20.3113328,72,0,0,10,10,2240,6.47,5.56,6.66,6.97,100,2.15443469,2.302585093,3.561702046,3.401776955,2.53,0.91,0.115496631,1.365306564,6.123629103,5.138316586,0.02,0.11,0.06,0.03,0.33,0.76,78.426,1.616,41499,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,14,Los Lagos,2016,7,17,2.259056276,20.51864724,29,1,0,6,6,2240,5.77,4.5,6.66,6.97,36,1.817120593,1.791759469,3.209146153,3.401776955,1.23,1.27,0.267157797,3.902221341,15.71253947,5.034925741,0.05,0.16,0.13,0.06,0.4,0.53,78.426,1.616,7481,1,3.448275862
Concejales,Concejales 2004-2021,Concejales - 2016,10,Los Muermos,2016,7,17,1.622418879,39.98525074,28,0,0,6,6,2240,3.52,2,6.66,6.97,36,1.817120593,1.791759469,3.248163798,3.401776955,3.48,1.52,0.272794566,2.316670597,16.12959925,5.312094395,0.08,0.27,0.17,0.16,0.52,0.62,78.426,1.616,6780,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,9,Los Sauces,2016,6,17,2.426113807,29.40008822,28,0,0,6,6,2240,4.45,3.6,6.66,6.97,36,1.817120593,1.791759469,3.207035059,3.401776955,1.55,0.85,0.416784165,17.86044058,29.18100482,5.401962947,0.04,0.12,0.07,0.06,0.35,0.7,78.426,1.616,4534,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,4,Los Vilos,2016,8,17,0.719729043,31.54106689,36,0,0,6,6,2240,5.35,4.5,6.66,6.97,36,1.817120593,1.791759469,3.084887602,3.401776955,2.65,0.85,0.119329905,0.922477511,6.248246188,4.83869602,0.03,0.14,0.08,0.05,0.37,0.73,78.426,1.616,7086,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,8,Lota,2016,9,17,0.951629172,24.78182695,41,1,0,6,6,2240,5.75,3.6,6.66,6.97,36,1.817120593,1.791759469,3.277920992,3.401776955,3.25,2.15,0.213536017,3.399947035,12.06615367,4.903538611,0.05,0.22,0.11,0.08,0.47,0.59,78.426,1.616,22803,1,2.43902439
Concejales,Concejales 2004-2021,Concejales - 2016,9,Lumaco,2016,6,17,9.850863422,23.8422292,33,0,0,6,6,2240,5.64,4.5,6.66,6.97,36,1.817120593,1.791759469,3.284563539,3.401776955,0.36,1.14,0.501547448,37.43971942,45.56975283,4.929846939,0.04,0.12,0.1,0.04,0.34,0.42,78.426,1.616,5096,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,6,Machali,2016,8,17,2.188392008,25.99904853,36,1,0,6,6,2240,5.77,4.5,6.66,6.97,36,1.817120593,1.791759469,3.209656387,3.401776955,2.23,1.27,0.119946623,1.41819198,6.349871441,4.981262327,0.05,0.18,0.07,0.06,0.42,0.65,78.426,1.616,12612,1,2.777777778
Concejales,Concejales 2004-2021,Concejales - 2016,13,Macul,2016,12,17,0.407890573,25.42986744,60,0,0,8,8,2240,6.86,4,6.66,6.97,64,2,2.079441542,2.756149871,3.401776955,5.14,2.86,0.18068802,3.411383125,9.912128649,4.012324625,0.05,0.27,0.12,0.08,0.52,0.58,78.426,1.616,28439,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,14,Mafil,2016,7,17,4.103024858,25.63641809,35,0,0,6,6,2240,5.32,3,6.66,6.97,36,1.817120593,1.791759469,3.313672058,3.401776955,1.68,2.32,0.307063635,6.252599473,18.73150106,4.527702905,0.09,0.3,0.12,0.11,0.55,0.47,78.426,1.616,3339,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,13,Maipu,2016,12,17,1.467052267,21.54151293,108,0,0,10,10,2240,7.77,5,6.66,6.97,100,2.15443469,2.302585093,3.362894984,3.401776955,4.23,2.77,0.180207565,2.664446295,9.91666459,4.133015324,0.03,0.2,0.08,0.05,0.45,0.61,78.426,1.616,90249,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,6,Malloa,2016,5,17,10.60448537,26.39239566,28,0,0,6,6,2240,4.58,3.6,6.66,6.97,36,1.817120593,1.791759469,3.34641657,3.401776955,0.42,0.98,0.109844964,0.846799254,5.802938763,5.156468142,0.06,0.15,0.11,0.07,0.39,0.47,78.426,1.616,6733,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,6,Marchigue,2016,6,17,9.954990733,21.78978025,29,0,0,6,6,2240,5.6,4.5,6.66,6.97,36,1.817120593,1.791759469,3.394355486,3.401776955,0.4,1.1,0.078377116,0.550405562,4.064039409,5.265157532,0.06,0.17,0.12,0.06,0.41,0.36,78.426,1.616,3777,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,2,Maria Elena,2016,8,17,2.493074792,23.49953832,27,0,0,6,6,2240,6.2,3.6,6.66,6.97,36,1.817120593,1.791759469,3.426975613,3.401776955,1.8,2.6,0.224831505,1.553784861,12.18832275,5.227839335,0.07,0.27,0.12,0.09,0.52,0.46,78.426,1.616,2166,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,13,Maria Pinto,2016,7,17,2.239096573,20.50233645,37,0,0,6,6,2240,5.64,4.5,6.66,6.97,36,1.817120593,1.791759469,3.175467917,3.401776955,1.36,1.14,0.140944695,1.150536595,7.586460633,5.428738318,0.04,0.13,0.13,0.05,0.36,0.59,78.426,1.616,5136,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,14,Mariquina,2016,7,17,5.93545196,24.68158773,35,0,0,6,6,2240,5.77,3.6,6.66,6.97,36,1.817120593,1.791759469,3.40773112,3.401776955,1.23,2.17,0.491368054,23.16303572,41.09878748,5.107518239,0.07,0.25,0.1,0.09,0.5,0.45,78.426,1.616,8087,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,7,Maule,2016,7,17,3.952748751,43.21899137,41,0,0,6,6,2240,4.03,2,6.66,6.97,36,1.817120593,1.791759469,3.013228993,3.401776955,2.97,2.03,0.085166023,0.932470155,4.436757105,4.675431622,0.09,0.3,0.23,0.15,0.55,0.53,78.426,1.616,8804,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,10,Maullin,2016,6,17,1.104254628,42.93601819,28,0,0,6,6,2240,3.73,3,6.66,6.97,36,1.817120593,1.791759469,2.756722271,3.401776955,2.27,0.73,0.342544664,6.026957638,21.70090039,4.538161741,0.03,0.1,0.08,0.05,0.32,0.77,78.426,1.616,6158,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,2,Mejillones,2016,6,17,9.642541924,24.42630185,28,0,0,6,6,2240,5.39,3.6,6.66,6.97,36,1.817120593,1.791759469,2.669916776,3.401776955,0.61,1.79,0.173806399,2.304585412,9.244820673,4.093225949,0.08,0.24,0.12,0.09,0.49,0.38,78.426,1.616,4532,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,9,Melipeuco,2016,8,17,0.429053019,25.83512105,33,1,0,6,6,2240,4.94,3.6,6.66,6.97,36,1.817120593,1.791759469,2.782814592,3.401776955,3.06,1.34,0.507706162,37.24235963,52.24828935,5.213772413,0.05,0.19,0.09,0.08,0.44,0.67,78.426,1.616,3263,1,3.03030303
Concejales,Concejales 2004-2021,Concejales - 2016,13,Melipilla,2016,10,17,0.492048777,30.98481067,50,0,0,8,8,2240,5.04,3.56,6.66,6.97,64,2,2.079441542,3.30646087,3.401776955,4.96,1.48,0.131806027,1.028136239,7.019502212,4.783997718,0.04,0.18,0.07,0.07,0.42,0.73,78.426,1.616,28046,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,7,Molina,2016,6,17,2.708414437,43.34019243,36,0,0,6,6,2240,3.75,3,6.66,6.97,36,1.817120593,1.791759469,2.782017126,3.401776955,2.25,0.75,0.11894056,1.318761195,6.311988864,4.658834325,0.06,0.17,0.11,0.09,0.41,0.73,78.426,1.616,17981,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,4,Monte Patria,2016,8,17,4.82809071,30.36759327,38,0,0,6,6,2240,5.28,2.57,6.66,6.97,36,1.817120593,1.791759469,2.852892102,3.401776955,2.72,2.71,0.167119857,0.409565332,8.907027414,4.485872348,0.08,0.32,0.2,0.12,0.57,0.48,78.426,1.616,10936,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,6,Mostazal,2016,7,17,1.332782312,26.67630954,36,1,0,6,6,2240,5.18,3.6,6.66,6.97,36,1.817120593,1.791759469,3.300298701,3.401776955,1.82,1.58,0.125942747,1.40857953,6.707966697,5.087509982,0.06,0.21,0.11,0.08,0.46,0.57,78.426,1.616,9679,1,2.777777778
Concejales,Concejales 2004-2021,Concejales - 2016,8,Mulchen,2016,7,17,1.745941095,31.02716815,32,0,0,6,6,2240,4.97,3,6.66,6.97,36,1.817120593,1.791759469,3.266727255,3.401776955,2.03,1.97,0.206392549,2.261834983,11.61440578,5.109121318,0.05,0.19,0.19,0.08,0.44,0.53,78.426,1.616,12257,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,8,Nacimiento,2016,7,17,2.734690218,25.99300637,32,1,0,6,6,2240,5.07,3.6,6.66,6.97,36,1.817120593,1.791759469,3.113502001,3.401776955,1.93,1.47,0.117552266,1.274498479,6.239787194,4.913853846,0.06,0.2,0.09,0.08,0.45,0.6,78.426,1.616,11153,1,3.125
Concejales,Concejales 2004-2021,Concejales - 2016,6,Nancagua,2016,7,17,0.333843372,31.13089442,31,0,0,6,6,2240,5.04,4.5,6.66,6.97,36,1.817120593,1.791759469,2.938502212,3.401776955,1.96,0.54,0.085565473,0.690802098,4.452419671,4.568716094,0.02,0.08,0.07,0.03,0.27,0.81,78.426,1.616,7189,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,12,Natales,2016,7,17,2.03264095,37.09198813,31,1,0,6,6,2240,4.03,2.57,6.66,6.97,36,1.817120593,1.791759469,3.172502126,3.401776955,2.97,1.46,0.426694735,10.48336472,29.45010942,5.002754954,0.07,0.23,0.13,0.12,0.48,0.63,78.426,1.616,6740,1,3.225806452
Concejales,Concejales 2004-2021,Concejales - 2016,6,Navidad,2016,5,17,2.912332838,37.3551263,24,0,0,6,6,2240,3.79,3,6.66,6.97,36,1.817120593,1.791759469,2.828777446,3.401776955,1.21,0.79,0.094511059,0.866838805,4.939015209,4.598068351,0.06,0.14,0.13,0.07,0.38,0.65,78.426,1.616,3365,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,8,Negrete,2016,6,17,5.451713396,31.93146417,28,0,0,6,6,2240,4.2,3.6,6.66,6.97,36,1.817120593,1.791759469,2.247023627,3.401776955,1.8,0.6,0.151469801,2.191397599,8.205812879,4.164622274,0.04,0.12,0.07,0.06,0.35,0.77,78.426,1.616,5136,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,16,Ninhue,2016,5,17,3.212851406,42.47578549,23,0,0,6,6,2240,3.04,2.57,6.66,6.97,36,1.817120593,1.791759469,3.174566863,3.401776955,1.96,0.47,0.057143143,0.296270478,2.934970267,5.144578313,0.05,0.12,0.08,0.08,0.34,0.81,78.426,1.616,4233,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,16,Ñiquen,2016,7,17,3.822206849,25.02594258,25,1,0,6,6,2240,5.16,3.6,6.66,6.97,36,1.817120593,1.791759469,3.180163064,3.401776955,1.84,1.56,0.053796509,0.73548726,2.761836442,5.055001558,0.05,0.19,0.11,0.07,0.44,0.59,78.426,1.616,5782,1,4
Concejales,Concejales 2004-2021,Concejales - 2016,5,Nogales,2016,7,17,3.536641929,33.02411874,39,0,0,6,6,2240,5.13,4.5,6.66,6.97,36,1.817120593,1.791759469,2.461455884,3.401776955,1.87,0.63,0.10678381,0.73961078,5.578661844,4.464691558,0.03,0.11,0.08,0.04,0.34,0.75,78.426,1.616,8624,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,9,Nueva Imperial,2016,9,17,2.133624046,36.91792556,38,1,0,6,6,2240,4.9,3,6.66,6.97,36,1.817120593,1.791759469,2.925256746,3.401776955,4.1,1.9,0.501184716,53.41870741,56.24730852,4.912005152,0.05,0.25,0.13,0.1,0.5,0.62,78.426,1.616,12842,1,2.631578947
Concejales,Concejales 2004-2021,Concejales - 2016,13,Ñuñoa,2016,10,17,1.422237095,28.60035138,75,0,0,10,10,2240,5.71,4.55,6.66,6.97,100,2.15443469,2.302585093,3.402531825,3.401776955,4.29,1.16,0.12779897,1.462898521,6.770650749,4.807136284,0.03,0.13,0.06,0.05,0.37,0.77,78.426,1.616,59765,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,11,O'Higgins,2016,6,17,8.196721311,24.59016393,17,0,0,6,6,2240,5.36,4.5,6.66,6.97,36,1.817120593,1.791759469,3.251679656,3.401776955,0.64,0.86,0.42861568,8.855291577,28.96,5.274004684,0.05,0.15,0.09,0.06,0.39,0.49,78.426,1.616,427,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,6,Olivar,2016,6,17,3.209198558,29.758023,30,0,0,6,6,2240,4.7,3.6,6.66,6.97,36,1.817120593,1.791759469,3.3271599,3.401776955,1.3,1.1,0.13960971,2.561815971,7.495590829,4.70310623,0.05,0.15,0.11,0.06,0.39,0.6,78.426,1.616,5827,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,2,Ollague,2016,9,17,0.383509108,43.14477469,32,0,0,6,6,2240,3.95,2,6.66,6.97,36,1.817120593,1.791759469,2.032892433,3.401776955,5.05,1.95,0.569831426,67.29559748,66.97819315,5.595877277,0.06,0.27,0.24,0.14,0.52,0.59,78.426,1.616,1043,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,5,Olmue,2016,9,17,2.469630223,19.8371379,48,0,0,6,6,2240,6.98,3.6,6.66,6.97,36,1.817120593,1.791759469,3.140614045,3.401776955,2.02,3.38,0.103643348,0.786954981,5.429321763,5.448604993,0.08,0.35,0.15,0.1,0.59,0.39,78.426,1.616,7491,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,10,Osorno,2016,10,17,1.963860322,35.35239091,55,1,0,8,8,2240,5,2.91,6.66,6.97,64,2,2.079441542,2.948879958,3.401776955,5,2.09,0.418970956,8.713524661,29.26854949,4.898875023,0.05,0.24,0.15,0.1,0.49,0.63,78.426,1.616,34422,1,1.818181818
Concejales,Concejales 2004-2021,Concejales - 2016,4,Ovalle,2016,11,17,1.836691108,20.17512636,68,1,0,8,8,2240,7.05,4.57,6.66,6.97,64,2,2.079441542,3.392929822,3.401776955,3.95,2.48,0.184539123,0.599455596,9.908152994,5.029661173,0.04,0.23,0.09,0.06,0.48,0.61,78.426,1.616,28094,1,1.470588235
Concejales,Concejales 2004-2021,Concejales - 2016,13,Padre Hurtado,2016,8,17,0.826930113,26.28613246,38,0,0,6,6,2240,5.68,4.5,6.66,6.97,36,1.817120593,1.791759469,3.351086488,3.401776955,2.32,1.18,0.19011987,3.103074701,10.53280632,5.616867911,0.03,0.13,0.09,0.05,0.36,0.68,78.426,1.616,13665,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,9,Padre Las Casas,2016,7,17,3.354080221,37.51728907,36,0,0,6,6,2240,4.51,3,6.66,6.97,36,1.817120593,1.791759469,3.279258109,3.401776955,2.49,1.51,0.506613927,40.83510503,48.86241232,5.248201936,0.05,0.17,0.12,0.07,0.41,0.63,78.426,1.616,14460,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,4,Paihuano,2016,6,17,1.026342798,35.61409511,28,0,0,6,6,2240,3.82,2.57,6.66,6.97,36,1.817120593,1.791759469,3.195974182,3.401776955,2.18,1.25,0.153001762,1.583493282,8.094285079,4.986828601,0.06,0.19,0.14,0.1,0.43,0.63,78.426,1.616,2923,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,14,Paillaco,2016,6,17,5.828002843,32.32646292,33,0,0,6,6,2240,4.67,3.6,6.66,6.97,36,1.817120593,1.791759469,3.112284159,3.401776955,1.33,1.07,0.318466711,4.896813432,19.5710323,4.734245439,0.05,0.16,0.11,0.07,0.41,0.6,78.426,1.616,8442,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,13,Paine,2016,9,17,0.407403096,32.60970783,42,0,0,6,6,2240,5.62,4.5,6.66,6.97,36,1.817120593,1.791759469,3.79396705,3.401776955,3.38,1.12,0.157738335,1.904933237,8.547396198,5.144395297,0.04,0.18,0.07,0.06,0.42,0.72,78.426,1.616,17182,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,10,Palena,2016,6,17,4.657293497,42.88224956,21,1,0,6,6,2240,3.67,3,6.66,6.97,36,1.817120593,1.791759469,2.869678551,3.401776955,2.33,0.67,0.317582692,6.568047337,19.57919345,5.118622874,0.05,0.16,0.07,0.09,0.4,0.76,78.426,1.616,1138,1,4.761904762
Concejales,Concejales 2004-2021,Concejales - 2016,6,Palmilla,2016,6,17,0.483258543,43.14808423,23,0,0,6,6,2240,3.28,2.57,6.66,6.97,36,1.817120593,1.791759469,3.23615362,3.401776955,2.72,0.71,0.093292309,0.669642857,4.887037334,5.103037625,0.04,0.12,0.09,0.07,0.34,0.78,78.426,1.616,5794,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,14,Panguipulli,2016,6,17,2.513990529,30.93413689,27,0,0,6,6,2240,4.28,3.6,6.66,6.97,36,1.817120593,1.791759469,3.323832339,3.401776955,1.72,0.68,0.497090304,30.84783458,42.77193897,5.202496771,0.03,0.1,0.07,0.05,0.32,0.76,78.426,1.616,11615,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,5,Panquehue,2016,6,17,4.43293034,36.81635003,28,0,0,6,6,2240,3.87,2.57,6.66,6.97,36,1.817120593,1.791759469,3.252417084,3.401776955,2.13,1.3,0.084077161,0.593878483,4.372336037,5.19502015,0.07,0.2,0.13,0.1,0.45,0.63,78.426,1.616,3474,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,5,Papudo,2016,7,17,2.849002849,36.41025641,26,0,0,6,6,2240,4.43,2.57,6.66,6.97,36,1.817120593,1.791759469,2.812025897,3.401776955,2.57,1.86,0.163793986,0.802951389,8.779106356,5.511253561,0.08,0.28,0.14,0.12,0.52,0.55,78.426,1.616,3510,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,6,Paredones,2016,6,17,6.969099277,33.15801008,35,0,0,6,6,2240,4.62,3.6,6.66,6.97,36,1.817120593,1.791759469,3.127052684,3.401776955,1.38,1.02,0.06030846,0.283793876,3.102779573,4.857330703,0.05,0.16,0.1,0.07,0.4,0.61,78.426,1.616,4563,1,0
Concejales,Concejales 2004-2021,Concejales - 2016,7,Parral,2016,7,17,3.42150833,29.45602197,36,0,0,6,6,2240,5.33,4.5,6.66,6.97,36,1.817120593,1.791759469,3.014208424,3.401776955,1.67,0.83,0.062569632,0.71122627,3.220693134,5.963515854,0.04,0.14,0.07,0.05,0.37,0.7,78.426,1.616,16747,1,0
